"p","vel:0","vel:1","velocity:0","velocity:1","w_he","ids","object_id","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
8.81606e-02,-3.77695e-02,2.40748e-01,-3.77695e-02,2.40748e-01,3.64090e-01,4791,6,,5.62014e-03,1.91173e-03,-2.47150e-02,0.00000e+00
8.78224e-02,-3.80027e-02,2.60560e-01,-3.80027e-02,2.60560e-01,3.62683e-01,13209,6,,5.65736e-03,1.92439e-03,-2.46800e-02,0.00000e+00
8.74817e-02,-3.82275e-02,2.79775e-01,-3.82275e-02,2.79775e-01,3.61293e-01,13209,6,,5.69458e-03,1.93705e-03,-2.46450e-02,0.00000e+00
8.71409e-02,-3.84413e-02,2.98420e-01,-3.84413e-02,2.98420e-01,3.59921e-01,13209,6,,5.73179e-03,1.94971e-03,-2.46100e-02,0.00000e+00
8.68080e-02,-3.86455e-02,3.16579e-01,-3.86455e-02,3.16579e-01,3.58564e-01,15616,6,,5.76902e-03,1.96237e-03,-2.45750e-02,0.00000e+00
8.64640e-02,-3.88345e-02,3.34415e-01,-3.88345e-02,3.34415e-01,3.57218e-01,15147,6,,5.80623e-03,1.97503e-03,-2.45400e-02,0.00000e+00
8.61230e-02,-3.90123e-02,3.51751e-01,-3.90123e-02,3.51751e-01,3.55886e-01,15147,6,,5.84345e-03,1.98769e-03,-2.45050e-02,0.00000e+00
8.57821e-02,-3.91794e-02,3.68667e-01,-3.91794e-02,3.68667e-01,3.54567e-01,15147,6,,5.88067e-03,2.00035e-03,-2.44700e-02,0.00000e+00
8.54403e-02,-3.93315e-02,3.85058e-01,-3.93315e-02,3.85058e-01,3.53264e-01,17512,6,,5.91789e-03,2.01302e-03,-2.44350e-02,0.00000e+00
8.50979e-02,-3.94696e-02,4.00940e-01,-3.94696e-02,4.00940e-01,3.51977e-01,15713,6,,5.95511e-03,2.02568e-03,-2.44000e-02,0.00000e+00
8.47543e-02,-3.96001e-02,4.16500e-01,-3.96001e-02,4.16500e-01,3.50702e-01,15713,6,,5.99233e-03,2.03834e-03,-2.43650e-02,0.00000e+00
8.44052e-02,-3.97232e-02,4.31697e-01,-3.97232e-02,4.31697e-01,3.49438e-01,17359,6,,6.02955e-03,2.05100e-03,-2.43300e-02,0.00000e+00
8.40538e-02,-3.98399e-02,4.46510e-01,-3.98399e-02,4.46510e-01,3.48187e-01,17359,6,,6.06677e-03,2.06366e-03,-2.42950e-02,0.00000e+00
8.37104e-02,-3.99525e-02,4.60930e-01,-3.99525e-02,4.60930e-01,3.46947e-01,5291,6,,6.10399e-03,2.07632e-03,-2.42600e-02,0.00000e+00
8.33689e-02,-4.00554e-02,4.74953e-01,-4.00554e-02,4.74953e-01,3.45720e-01,5291,6,,6.14121e-03,2.08898e-03,-2.42250e-02,0.00000e+00
8.30275e-02,-4.01474e-02,4.88580e-01,-4.01474e-02,4.88580e-01,3.44506e-01,5291,6,,6.17843e-03,2.10164e-03,-2.41900e-02,0.00000e+00
8.26865e-02,-4.02287e-02,5.01811e-01,-4.02287e-02,5.01811e-01,3.43305e-01,3494,6,,6.21565e-03,2.11430e-03,-2.41550e-02,0.00000e+00
8.23358e-02,-4.02949e-02,5.14735e-01,-4.02949e-02,5.14735e-01,3.42115e-01,15130,6,,6.25287e-03,2.12696e-03,-2.41200e-02,0.00000e+00
8.19849e-02,-4.03533e-02,5.27343e-01,-4.03533e-02,5.27343e-01,3.40934e-01,15130,6,,6.29009e-03,2.13962e-03,-2.40850e-02,0.00000e+00
8.16339e-02,-4.04042e-02,5.39647e-01,-4.04042e-02,5.39647e-01,3.39763e-01,15130,6,,6.32731e-03,2.15228e-03,-2.40500e-02,0.00000e+00
8.12832e-02,-4.04472e-02,5.51638e-01,-4.04472e-02,5.51638e-01,3.38603e-01,16525,6,,6.36453e-03,2.16494e-03,-2.40150e-02,0.00000e+00
8.09336e-02,-4.04800e-02,5.63235e-01,-4.04800e-02,5.63235e-01,3.37454e-01,16525,6,,6.40175e-03,2.17760e-03,-2.39800e-02,0.00000e+00
8.05839e-02,-4.05033e-02,5.74479e-01,-4.05033e-02,5.74479e-01,3.36318e-01,15421,6,,6.43896e-03,2.19026e-03,-2.39450e-02,0.00000e+00
8.02342e-02,-4.05216e-02,5.85488e-01,-4.05216e-02,5.85488e-01,3.35191e-01,15421,6,,6.47618e-03,2.20292e-03,-2.39100e-02,0.00000e+00
7.98782e-02,-4.05342e-02,5.96247e-01,-4.05342e-02,5.96247e-01,3.34073e-01,1830,6,,6.51340e-03,2.21558e-03,-2.38750e-02,0.00000e+00
7.95193e-02,-4.05415e-02,6.06735e-01,-4.05415e-02,6.06735e-01,3.32963e-01,1830,6,,6.55062e-03,2.22824e-03,-2.38400e-02,0.00000e+00
7.91617e-02,-4.05439e-02,6.16943e-01,-4.05439e-02,6.16943e-01,3.31861e-01,1614,6,,6.58784e-03,2.24090e-03,-2.38050e-02,0.00000e+00
7.88089e-02,-4.05419e-02,6.26874e-01,-4.05419e-02,6.26874e-01,3.30769e-01,1614,6,,6.62506e-03,2.25356e-03,-2.37700e-02,0.00000e+00
7.84561e-02,-4.05321e-02,6.36522e-01,-4.05321e-02,6.36522e-01,3.29686e-01,1614,6,,6.66228e-03,2.26622e-03,-2.37350e-02,0.00000e+00
7.81033e-02,-4.05143e-02,6.45889e-01,-4.05143e-02,6.45889e-01,3.28613e-01,2372,6,,6.69950e-03,2.27889e-03,-2.37000e-02,0.00000e+00
7.77485e-02,-4.04870e-02,6.54973e-01,-4.04870e-02,6.54973e-01,3.27549e-01,1009,6,,6.73672e-03,2.29155e-03,-2.36650e-02,0.00000e+00
7.73909e-02,-4.04495e-02,6.63740e-01,-4.04495e-02,6.63740e-01,3.26497e-01,2306,6,,6.77394e-03,2.30421e-03,-2.36300e-02,0.00000e+00
7.70336e-02,-4.04085e-02,6.72328e-01,-4.04085e-02,6.72328e-01,3.25451e-01,2306,6,,6.81116e-03,2.31687e-03,-2.35950e-02,0.00000e+00
7.66763e-02,-4.03629e-02,6.80708e-01,-4.03629e-02,6.80708e-01,3.24412e-01,2306,6,,6.84838e-03,2.32953e-03,-2.35600e-02,0.00000e+00
7.63188e-02,-4.03128e-02,6.88881e-01,-4.03128e-02,6.88881e-01,3.23379e-01,2382,6,,6.88560e-03,2.34219e-03,-2.35250e-02,0.00000e+00
7.59561e-02,-4.02566e-02,6.96852e-01,-4.02566e-02,6.96852e-01,3.22353e-01,2382,6,,6.92282e-03,2.35485e-03,-2.34900e-02,0.00000e+00
7.55935e-02,-4.01955e-02,7.04588e-01,-4.01955e-02,7.04588e-01,3.21334e-01,2382,6,,6.96004e-03,2.36751e-03,-2.34550e-02,0.00000e+00
7.52309e-02,-4.01296e-02,7.12089e-01,-4.01296e-02,7.12089e-01,3.20324e-01,2382,6,,6.99726e-03,2.38017e-03,-2.34200e-02,0.00000e+00
7.48682e-02,-4.00595e-02,7.19365e-01,-4.00595e-02,7.19365e-01,3.19320e-01,3167,6,,7.03448e-03,2.39283e-03,-2.33850e-02,0.00000e+00
7.45072e-02,-3.99828e-02,7.26388e-01,-3.99828e-02,7.26388e-01,3.18325e-01,2151,6,,7.07169e-03,2.40549e-03,-2.33500e-02,0.00000e+00
7.41479e-02,-3.98976e-02,7.33133e-01,-3.98976e-02,7.33133e-01,3.17340e-01,2151,6,,7.10892e-03,2.41815e-03,-2.33150e-02,0.00000e+00
7.37871e-02,-3.98101e-02,7.39729e-01,-3.98101e-02,7.39729e-01,3.16361e-01,2941,6,,7.14613e-03,2.43081e-03,-2.32800e-02,0.00000e+00
7.34261e-02,-3.97184e-02,7.46152e-01,-3.97184e-02,7.46152e-01,3.15388e-01,2941,6,,7.18335e-03,2.44347e-03,-2.32450e-02,0.00000e+00
7.30652e-02,-3.96226e-02,7.52397e-01,-3.96226e-02,7.52397e-01,3.14420e-01,2941,6,,7.22057e-03,2.45613e-03,-2.32100e-02,0.00000e+00
7.27005e-02,-3.95227e-02,7.58485e-01,-3.95227e-02,7.58485e-01,3.13457e-01,136,6,,7.25779e-03,2.46879e-03,-2.31750e-02,0.00000e+00
7.23341e-02,-3.94188e-02,7.64389e-01,-3.94188e-02,7.64389e-01,3.12500e-01,136,6,,7.29501e-03,2.48145e-03,-2.31400e-02,0.00000e+00
7.19676e-02,-3.93110e-02,7.70098e-01,-3.93110e-02,7.70098e-01,3.11550e-01,136,6,,7.33223e-03,2.49411e-03,-2.31050e-02,0.00000e+00
7.16011e-02,-3.91993e-02,7.75611e-01,-3.91993e-02,7.75611e-01,3.10607e-01,136,6,,7.36945e-03,2.50677e-03,-2.30700e-02,0.00000e+00
7.12346e-02,-3.90837e-02,7.80928e-01,-3.90837e-02,7.80928e-01,3.09670e-01,136,6,,7.40667e-03,2.51943e-03,-2.30350e-02,0.00000e+00
7.08681e-02,-3.89643e-02,7.86051e-01,-3.89643e-02,7.86051e-01,3.08739e-01,31,6,,7.44389e-03,2.53209e-03,-2.30000e-02,0.00000e+00
7.05031e-02,-3.88402e-02,7.90997e-01,-3.88402e-02,7.90997e-01,3.07815e-01,11181,6,,7.48111e-03,2.54476e-03,-2.29650e-02,0.00000e+00
7.01384e-02,-3.87134e-02,7.95801e-01,-3.87134e-02,7.95801e-01,3.06896e-01,11181,6,,7.51833e-03,2.55742e-03,-2.29300e-02,0.00000e+00
6.97736e-02,-3.85836e-02,8.00458e-01,-3.85836e-02,8.00458e-01,3.05981e-01,11181,6,,7.55555e-03,2.57008e-03,-2.28950e-02,0.00000e+00
6.94089e-02,-3.84507e-02,8.04966e-01,-3.84507e-02,8.04966e-01,3.05071e-01,11181,6,,7.59277e-03,2.58274e-03,-2.28600e-02,0.00000e+00
6.90441e-02,-3.83147e-02,8.09327e-01,-3.83147e-02,8.09327e-01,3.04167e-01,11181,6,,7.62999e-03,2.59540e-03,-2.28250e-02,0.00000e+00
6.86765e-02,-3.81745e-02,8.13537e-01,-3.81745e-02,8.13537e-01,3.03267e-01,14483,6,,7.66721e-03,2.60806e-03,-2.27900e-02,0.00000e+00
6.83076e-02,-3.80305e-02,8.17585e-01,-3.80305e-02,8.17585e-01,3.02372e-01,14483,6,,7.70443e-03,2.62072e-03,-2.27550e-02,0.00000e+00
6.79387e-02,-3.78832e-02,8.21470e-01,-3.78832e-02,8.21470e-01,3.01483e-01,14483,6,,7.74165e-03,2.63338e-03,-2.27200e-02,0.00000e+00
6.75698e-02,-3.77325e-02,8.25190e-01,-3.77325e-02,8.25190e-01,3.00600e-01,14483,6,,7.77887e-03,2.64604e-03,-2.26850e-02,0.00000e+00
6.72005e-02,-3.75782e-02,8.28751e-01,-3.75782e-02,8.28751e-01,2.99722e-01,13458,6,,7.81608e-03,2.65870e-03,-2.26500e-02,0.00000e+00
6.68312e-02,-3.74223e-02,8.32203e-01,-3.74223e-02,8.32203e-01,2.98849e-01,11614,6,,7.85330e-03,2.67136e-03,-2.26150e-02,0.00000e+00
6.64621e-02,-3.72639e-02,8.35523e-01,-3.72639e-02,8.35523e-01,2.97979e-01,11614,6,,7.89052e-03,2.68402e-03,-2.25800e-02,0.00000e+00
6.60929e-02,-3.71039e-02,8.38718e-01,-3.71039e-02,8.38718e-01,2.97114e-01,11614,6,,7.92774e-03,2.69668e-03,-2.25450e-02,0.00000e+00
6.57238e-02,-3.69421e-02,8.41787e-01,-3.69421e-02,8.41787e-01,2.96252e-01,11614,6,,7.96496e-03,2.70934e-03,-2.25100e-02,0.00000e+00
6.53547e-02,-3.67785e-02,8.44727e-01,-3.67785e-02,8.44727e-01,2.95395e-01,1110,6,,8.00218e-03,2.72200e-03,-2.24750e-02,0.00000e+00
6.49856e-02,-3.66111e-02,8.47509e-01,-3.66111e-02,8.47509e-01,2.94543e-01,1110,6,,8.03940e-03,2.73466e-03,-2.24400e-02,0.00000e+00
6.46165e-02,-3.64407e-02,8.50143e-01,-3.64407e-02,8.50143e-01,2.93696e-01,1110,6,,8.07662e-03,2.74732e-03,-2.24050e-02,0.00000e+00
6.42463e-02,-3.62669e-02,8.52641e-01,-3.62669e-02,8.52641e-01,2.92854e-01,1497,6,,8.11384e-03,2.75998e-03,-2.23700e-02,0.00000e+00
6.38724e-02,-3.60899e-02,8.55054e-01,-3.60899e-02,8.55054e-01,2.92016e-01,1497,6,,8.15106e-03,2.77264e-03,-2.23350e-02,0.00000e+00
6.34985e-02,-3.59122e-02,8.57363e-01,-3.59122e-02,8.57363e-01,2.91182e-01,1497,6,,8.18828e-03,2.78530e-03,-2.23000e-02,0.00000e+00
6.31282e-02,-3.57358e-02,8.59571e-01,-3.57358e-02,8.59571e-01,2.90350e-01,1729,6,,8.22550e-03,2.79796e-03,-2.22650e-02,0.00000e+00
6.27594e-02,-3.55583e-02,8.61665e-01,-3.55583e-02,8.61665e-01,2.89521e-01,1729,6,,8.26272e-03,2.81063e-03,-2.22300e-02,0.00000e+00
6.23906e-02,-3.53788e-02,8.63641e-01,-3.53788e-02,8.63641e-01,2.88697e-01,1729,6,,8.29994e-03,2.82329e-03,-2.21950e-02,0.00000e+00
6.20218e-02,-3.51972e-02,8.65501e-01,-3.51972e-02,8.65501e-01,2.87876e-01,1729,6,,8.33716e-03,2.83595e-03,-2.21600e-02,0.00000e+00
6.16543e-02,-3.50128e-02,8.67245e-01,-3.50128e-02,8.67245e-01,2.87060e-01,2109,6,,8.37438e-03,2.84861e-03,-2.21250e-02,0.00000e+00
6.12868e-02,-3.48274e-02,8.68878e-01,-3.48274e-02,8.68878e-01,2.86247e-01,2109,6,,8.41160e-03,2.86127e-03,-2.20900e-02,0.00000e+00
6.09185e-02,-3.46367e-02,8.70370e-01,-3.46367e-02,8.70370e-01,2.85439e-01,3409,6,,8.44881e-03,2.87393e-03,-2.20550e-02,0.00000e+00
6.05489e-02,-3.44429e-02,8.71750e-01,-3.44429e-02,8.71750e-01,2.84636e-01,3619,6,,8.48604e-03,2.88659e-03,-2.20200e-02,0.00000e+00
6.01752e-02,-3.42468e-02,8.73063e-01,-3.42468e-02,8.73063e-01,2.83835e-01,3619,6,,8.52325e-03,2.89925e-03,-2.19850e-02,0.00000e+00
5.98015e-02,-3.40504e-02,8.74287e-01,-3.40504e-02,8.74287e-01,2.83037e-01,3619,6,,8.56047e-03,2.91191e-03,-2.19500e-02,0.00000e+00
5.94278e-02,-3.38538e-02,8.75424e-01,-3.38538e-02,8.75424e-01,2.82243e-01,3619,6,,8.59769e-03,2.92457e-03,-2.19150e-02,0.00000e+00
5.90578e-02,-3.36583e-02,8.76470e-01,-3.36583e-02,8.76470e-01,2.81451e-01,5017,6,,8.63491e-03,2.93723e-03,-2.18800e-02,0.00000e+00
5.86895e-02,-3.34621e-02,8.77418e-01,-3.34621e-02,8.77418e-01,2.80662e-01,5017,6,,8.67213e-03,2.94989e-03,-2.18450e-02,0.00000e+00
5.83212e-02,-3.32647e-02,8.78266e-01,-3.32647e-02,8.78266e-01,2.79877e-01,5017,6,,8.70935e-03,2.96255e-03,-2.18100e-02,0.00000e+00
5.79529e-02,-3.30659e-02,8.79015e-01,-3.30659e-02,8.79015e-01,2.79096e-01,5017,6,,8.74657e-03,2.97521e-03,-2.17750e-02,0.00000e+00
5.75846e-02,-3.28658e-02,8.79666e-01,-3.28658e-02,8.79666e-01,2.78318e-01,5017,6,,8.78379e-03,2.98787e-03,-2.17400e-02,0.00000e+00
5.72179e-02,-3.26640e-02,8.80214e-01,-3.26640e-02,8.80214e-01,2.77543e-01,2104,6,,8.82101e-03,3.00053e-03,-2.17050e-02,0.00000e+00
5.68486e-02,-3.24581e-02,8.80679e-01,-3.24581e-02,8.80679e-01,2.76772e-01,1772,6,,8.85823e-03,3.01319e-03,-2.16700e-02,0.00000e+00
5.64783e-02,-3.22514e-02,8.81078e-01,-3.22514e-02,8.81078e-01,2.76003e-01,1772,6,,8.89545e-03,3.02585e-03,-2.16350e-02,0.00000e+00
5.61080e-02,-3.20443e-02,8.81403e-01,-3.20443e-02,8.81403e-01,2.75237e-01,1772,6,,8.93267e-03,3.03851e-03,-2.16000e-02,0.00000e+00
5.57377e-02,-3.18369e-02,8.81652e-01,-3.18369e-02,8.81652e-01,2.74474e-01,1772,6,,8.96989e-03,3.05117e-03,-2.15650e-02,0.00000e+00
5.53673e-02,-3.16290e-02,8.81827e-01,-3.16290e-02,8.81827e-01,2.73714e-01,1772,6,,9.00711e-03,3.06383e-03,-2.15300e-02,0.00000e+00
5.50022e-02,-3.14220e-02,8.81913e-01,-3.14220e-02,8.81913e-01,2.72956e-01,3557,6,,9.04433e-03,3.07650e-03,-2.14950e-02,0.00000e+00
5.46377e-02,-3.12142e-02,8.81913e-01,-3.12142e-02,8.81913e-01,2.72202e-01,3557,6,,9.08155e-03,3.08916e-03,-2.14600e-02,0.00000e+00
5.42731e-02,-3.10054e-02,8.81828e-01,-3.10054e-02,8.81828e-01,2.71450e-01,3557,6,,9.11877e-03,3.10182e-03,-2.14250e-02,0.00000e+00
5.39086e-02,-3.07956e-02,8.81659e-01,-3.07956e-02,8.81659e-01,2.70702e-01,3557,6,,9.15598e-03,3.11448e-03,-2.13900e-02,0.00000e+00
5.35411e-02,-3.05827e-02,8.81412e-01,-3.05827e-02,8.81412e-01,2.69958e-01,4315,6,,9.19320e-03,3.12714e-03,-2.13550e-02,0.00000e+00
5.31735e-02,-3.03682e-02,8.81118e-01,-3.03682e-02,8.81118e-01,2.69215e-01,5243,6,,9.23042e-03,3.13980e-03,-2.13200e-02,0.00000e+00
5.28088e-02,-3.01540e-02,8.80760e-01,-3.01540e-02,8.80760e-01,2.68475e-01,5263,6,,9.26764e-03,3.15246e-03,-2.12850e-02,0.00000e+00
5.24447e-02,-2.99387e-02,8.80330e-01,-2.99387e-02,8.80330e-01,2.67737e-01,5263,6,,9.30486e-03,3.16512e-03,-2.12500e-02,0.00000e+00
5.20806e-02,-2.97230e-02,8.79837e-01,-2.97230e-02,8.79837e-01,2.67002e-01,5263,6,,9.34208e-03,3.17778e-03,-2.12150e-02,0.00000e+00
5.17165e-02,-2.95069e-02,8.79280e-01,-2.95069e-02,8.79280e-01,2.66269e-01,5263,6,,9.37930e-03,3.19044e-03,-2.11800e-02,0.00000e+00
5.13540e-02,-2.92908e-02,8.78655e-01,-2.92908e-02,8.78655e-01,2.65539e-01,4661,6,,9.41652e-03,3.20310e-03,-2.11450e-02,0.00000e+00
5.09967e-02,-2.90753e-02,8.77944e-01,-2.90753e-02,8.77944e-01,2.64812e-01,4661,6,,9.45374e-03,3.21576e-03,-2.11100e-02,0.00000e+00
5.06393e-02,-2.88592e-02,8.77161e-01,-2.88592e-02,8.77161e-01,2.64088e-01,4661,6,,9.49096e-03,3.22842e-03,-2.10750e-02,0.00000e+00
5.02810e-02,-2.86416e-02,8.76307e-01,-2.86416e-02,8.76307e-01,2.63366e-01,4636,6,,9.52818e-03,3.24108e-03,-2.10400e-02,0.00000e+00
4.99168e-02,-2.84189e-02,8.75413e-01,-2.84189e-02,8.75413e-01,2.62647e-01,4636,6,,9.56540e-03,3.25374e-03,-2.10050e-02,0.00000e+00
4.95527e-02,-2.81961e-02,8.74469e-01,-2.81961e-02,8.74469e-01,2.61931e-01,4636,6,,9.60262e-03,3.26640e-03,-2.09700e-02,0.00000e+00
4.91957e-02,-2.79758e-02,8.73478e-01,-2.79758e-02,8.73478e-01,2.61216e-01,5360,6,,9.63984e-03,3.27906e-03,-2.09350e-02,0.00000e+00
4.88396e-02,-2.77554e-02,8.72428e-01,-2.77554e-02,8.72428e-01,2.60503e-01,5360,6,,9.67706e-03,3.29172e-03,-2.09000e-02,0.00000e+00
4.84835e-02,-2.75347e-02,8.71320e-01,-2.75347e-02,8.71320e-01,2.59794e-01,5360,6,,9.71428e-03,3.30438e-03,-2.08650e-02,0.00000e+00
4.81283e-02,-2.73129e-02,8.70154e-01,-2.73129e-02,8.70154e-01,2.59086e-01,4339,6,,9.75150e-03,3.31704e-03,-2.08300e-02,0.00000e+00
4.77732e-02,-2.70907e-02,8.68933e-01,-2.70907e-02,8.68933e-01,2.58381e-01,4339,6,,9.78872e-03,3.32970e-03,-2.07950e-02,0.00000e+00
4.74228e-02,-2.68691e-02,8.67640e-01,-2.68691e-02,8.67640e-01,2.57678e-01,5246,6,,9.82593e-03,3.34236e-03,-2.07600e-02,0.00000e+00
4.70764e-02,-2.66477e-02,8.66270e-01,-2.66477e-02,8.66270e-01,2.56978e-01,5246,6,,9.86315e-03,3.35503e-03,-2.07250e-02,0.00000e+00
4.67236e-02,-2.64203e-02,8.64871e-01,-2.64203e-02,8.64871e-01,2.56281e-01,12157,6,,9.90037e-03,3.36769e-03,-2.06900e-02,0.00000e+00
4.63697e-02,-2.61920e-02,8.63435e-01,-2.61920e-02,8.63435e-01,2.55585e-01,12157,6,,9.93759e-03,3.38035e-03,-2.06550e-02,0.00000e+00
4.60158e-02,-2.59636e-02,8.61957e-01,-2.59636e-02,8.61957e-01,2.54892e-01,12157,6,,9.97481e-03,3.39301e-03,-2.06200e-02,0.00000e+00
4.56655e-02,-2.57366e-02,8.60432e-01,-2.57366e-02,8.60432e-01,2.54201e-01,13322,6,,1.00120e-02,3.40567e-03,-2.05850e-02,0.00000e+00
4.53212e-02,-2.55115e-02,8.58854e-01,-2.55115e-02,8.58854e-01,2.53512e-01,13322,6,,1.00493e-02,3.41833e-03,-2.05500e-02,0.00000e+00
4.49769e-02,-2.52862e-02,8.57226e-01,-2.52862e-02,8.57226e-01,2.52825e-01,13322,6,,1.00865e-02,3.43099e-03,-2.05150e-02,0.00000e+00
4.46326e-02,-2.50606e-02,8.55547e-01,-2.50606e-02,8.55547e-01,2.52141e-01,13322,6,,1.01237e-02,3.44365e-03,-2.04800e-02,0.00000e+00
4.42883e-02,-2.48348e-02,8.53818e-01,-2.48348e-02,8.53818e-01,2.51459e-01,13322,6,,1.01609e-02,3.45631e-03,-2.04450e-02,0.00000e+00
4.39422e-02,-2.46051e-02,8.52047e-01,-2.46051e-02,8.52047e-01,2.50779e-01,17443,6,,1.01981e-02,3.46897e-03,-2.04100e-02,0.00000e+00
4.36020e-02,-2.43753e-02,8.50240e-01,-2.43753e-02,8.50240e-01,2.50101e-01,17192,6,,1.02353e-02,3.48163e-03,-2.03750e-02,0.00000e+00
4.32624e-02,-2.41447e-02,8.48390e-01,-2.41447e-02,8.48390e-01,2.49425e-01,17192,6,,1.02726e-02,3.49429e-03,-2.03400e-02,0.00000e+00
4.29228e-02,-2.39138e-02,8.46502e-01,-2.39138e-02,8.46502e-01,2.48752e-01,17192,6,,1.03098e-02,3.50695e-03,-2.03050e-02,0.00000e+00
4.25832e-02,-2.36826e-02,8.44577e-01,-2.36826e-02,8.44577e-01,2.48080e-01,17192,6,,1.03470e-02,3.51961e-03,-2.02700e-02,0.00000e+00
4.22436e-02,-2.34511e-02,8.42615e-01,-2.34511e-02,8.42615e-01,2.47411e-01,17192,6,,1.03842e-02,3.53227e-03,-2.02350e-02,0.00000e+00
4.19149e-02,-2.32226e-02,8.40592e-01,-2.32226e-02,8.40592e-01,2.46744e-01,12651,6,,1.04214e-02,3.54493e-03,-2.02000e-02,0.00000e+00
4.15865e-02,-2.29940e-02,8.38524e-01,-2.29940e-02,8.38524e-01,2.46079e-01,12651,6,,1.04587e-02,3.55759e-03,-2.01650e-02,0.00000e+00
4.12563e-02,-2.27632e-02,8.36419e-01,-2.27632e-02,8.36419e-01,2.45417e-01,14730,6,,1.04959e-02,3.57025e-03,-2.01300e-02,0.00000e+00
4.09217e-02,-2.25277e-02,8.34293e-01,-2.25277e-02,8.34293e-01,2.44756e-01,14730,6,,1.05331e-02,3.58291e-03,-2.00950e-02,0.00000e+00
4.05871e-02,-2.22917e-02,8.32137e-01,-2.22917e-02,8.32137e-01,2.44097e-01,14730,6,,1.05703e-02,3.59557e-03,-2.00600e-02,0.00000e+00
4.02574e-02,-2.20578e-02,8.29945e-01,-2.20578e-02,8.29945e-01,2.43441e-01,16045,6,,1.06075e-02,3.60823e-03,-2.00250e-02,0.00000e+00
3.99352e-02,-2.18270e-02,8.27711e-01,-2.18270e-02,8.27711e-01,2.42786e-01,16045,6,,1.06448e-02,3.62090e-03,-1.99900e-02,0.00000e+00
3.96131e-02,-2.15955e-02,8.25442e-01,-2.15955e-02,8.25442e-01,2.42134e-01,16045,6,,1.06820e-02,3.63356e-03,-1.99550e-02,0.00000e+00
3.92909e-02,-2.13635e-02,8.23137e-01,-2.13635e-02,8.23137e-01,2.41484e-01,16045,6,,1.07192e-02,3.64622e-03,-1.99200e-02,0.00000e+00
3.89676e-02,-2.11299e-02,8.20797e-01,-2.11299e-02,8.20797e-01,2.40835e-01,2821,6,,1.07564e-02,3.65888e-03,-1.98850e-02,0.00000e+00
3.86418e-02,-2.08922e-02,8.18430e-01,-2.08922e-02,8.18430e-01,2.40189e-01,3992,6,,1.07936e-02,3.67154e-03,-1.98500e-02,0.00000e+00
3.83261e-02,-2.06581e-02,8.16036e-01,-2.06581e-02,8.16036e-01,2.39545e-01,3992,6,,1.08309e-02,3.68420e-03,-1.98150e-02,0.00000e+00
3.80119e-02,-2.04219e-02,8.13605e-01,-2.04219e-02,8.13605e-01,2.38903e-01,3767,6,,1.08681e-02,3.69686e-03,-1.97800e-02,0.00000e+00
3.76977e-02,-2.01852e-02,8.11149e-01,-2.01852e-02,8.11149e-01,2.38263e-01,3767,6,,1.09053e-02,3.70952e-03,-1.97450e-02,0.00000e+00
3.73835e-02,-1.99482e-02,8.08668e-01,-1.99482e-02,8.08668e-01,2.37625e-01,3767,6,,1.09425e-02,3.72218e-03,-1.97100e-02,0.00000e+00
3.70693e-02,-1.97108e-02,8.06161e-01,-1.97108e-02,8.06161e-01,2.36990e-01,3767,6,,1.09797e-02,3.73484e-03,-1.96750e-02,0.00000e+00
3.67623e-02,-1.94753e-02,8.03617e-01,-1.94753e-02,8.03617e-01,2.36356e-01,3749,6,,1.10170e-02,3.74750e-03,-1.96400e-02,0.00000e+00
3.64622e-02,-1.92415e-02,8.01030e-01,-1.92415e-02,8.01030e-01,2.35724e-01,3749,6,,1.10542e-02,3.76016e-03,-1.96050e-02,0.00000e+00
3.61621e-02,-1.90073e-02,7.98413e-01,-1.90073e-02,7.98413e-01,2.35094e-01,3749,6,,1.10914e-02,3.77282e-03,-1.95700e-02,0.00000e+00
3.58608e-02,-1.87714e-02,7.95766e-01,-1.87714e-02,7.95766e-01,2.34467e-01,10775,6,,1.11286e-02,3.78548e-03,-1.95350e-02,0.00000e+00
3.55532e-02,-1.85288e-02,7.93108e-01,-1.85288e-02,7.93108e-01,2.33842e-01,10775,6,,1.11658e-02,3.79814e-03,-1.95000e-02,0.00000e+00
3.52457e-02,-1.82858e-02,7.90432e-01,-1.82858e-02,7.90432e-01,2.33218e-01,10775,6,,1.12031e-02,3.81080e-03,-1.94650e-02,0.00000e+00
3.49515e-02,-1.80465e-02,7.87731e-01,-1.80465e-02,7.87731e-01,2.32597e-01,11535,6,,1.12403e-02,3.82346e-03,-1.94300e-02,0.00000e+00
3.46591e-02,-1.78076e-02,7.85006e-01,-1.78076e-02,7.85006e-01,2.31978e-01,11535,6,,1.12775e-02,3.83612e-03,-1.93950e-02,0.00000e+00
3.43667e-02,-1.75684e-02,7.82257e-01,-1.75684e-02,7.82257e-01,2.31361e-01,11535,6,,1.13147e-02,3.84878e-03,-1.93600e-02,0.00000e+00
3.40745e-02,-1.73288e-02,7.79484e-01,-1.73288e-02,7.79484e-01,2.30746e-01,4556,6,,1.13519e-02,3.86144e-03,-1.93250e-02,0.00000e+00
3.37822e-02,-1.70889e-02,7.76691e-01,-1.70889e-02,7.76691e-01,2.30133e-01,4556,6,,1.13892e-02,3.87410e-03,-1.92900e-02,0.00000e+00
